id,user_id,course_id,enrollment_date,completion_date,status,grade,createdAt,updatedAt
1,3,2,Sat Oct 18 2025 17:56:27 GMT+0200 (Central Africa Time),,enrolled,,Sat Oct 18 2025 17:56:27 GMT+0200 (Central Africa Time),Sat Oct 18 2025 17:56:27 GMT+0200 (Central Africa Time)
